player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
12345,M Ntini,Right hand Bat,Right arm Fast,Unknown,Makhaya Ntini,Makhaya Ntini,
18,NV Ojha,Right hand Bat,None,Wicketkeeper,Naman Vinaykumar Ojha,Naman Vinaykumar,
34272,RE Levi,Right hand Bat,Right arm Medium,Unknown,Richard Ernst Levi,Richard Ernst,
14478,R McLaren,Left hand Bat,Right arm Medium fast,Unknown,Ryan McLaren,Ryan McLaren,
15745,ND Doshi,Right hand Bat,Slow Left arm Orthodox,Unknown,Nayan Dilip Doshi,Nayan Dilip,
26,N Rana,Left hand Bat,"Right arm Medium, Right arm Offbreak, Legbreak",Unknown,Nitish Rana,Nitish Rana,https://www.espncricinfo.com/cricketers/nitish-rana-604527
12795,RV Pawar,Left hand Bat,Slow Left arm Orthodox,Unknown,Rajesh Vithal Pawar,Rajesh Vithal,
8425,Yash Thakur,Right hand Bat,Right arm Fast medium,Unknown,Yash Ravisingh Thakur,Yash Ravisingh,
13698,SM Harwood,Right hand Bat,Right arm Fast medium,Unknown,Shane Michael Harwood,Shane Michael,
1,CH Gayle,Left hand Bat,Right arm Offbreak,Unknown,Christopher Henry Gayle,Christopher Henry,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Chris%20Gayle.png
11962,S Sreesanth,Right hand Bat,Right arm Fast medium,Unknown,Shanthakumaran Sreesanth,Shanthakumaran Sreesanth,
15807,AL Menaria,Left hand Bat,Slow Left arm Orthodox,Unknown,Ashok Lakshminarayan Menaria,Ashok Lakshminarayan,
2023,KM Asif,Right hand Bat,Right arm Medium,Unknown,KM Asif,KM Asif,
2766,N Pooran,Left hand Bat,Right arm Offbreak,Wicketkeeper,Nicholas Pooran,Nicholas Pooran,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nicholas%20Pooran.png
8953,Mayank Dagar,Right hand Bat,Slow Left arm Orthodox,Unknown,Mayank J Dagar,Mayank J,
9748,MD Shanaka,Right hand Bat,Right arm Medium,Unknown,Madagamagamage Dasun Shanaka,Madagamagamage Dasun,
267,F du Plessis,Right hand Bat,Legbreak,Unknown,Francois du Plessis,Francois du,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Faf%20Du%20Plessis.png
13320,Yashpal Singh,Right hand Bat,Right arm Medium,Unknown,Yashpal Singh,Yashpal Singh,
13228,JD Ryder,Left hand Bat,Right arm Medium,Unknown,Jesse Daniel Ryder,Jesse Daniel,
2768,SM Curran,Left hand Bat,Left arm Medium fast,Unknown,Samuel Matthew Curran,Samuel Matthew,
1630,M Vijay,Right hand Bat,Right arm Offbreak,Unknown,Murali Vijay,Murali Vijay,
36227,SMSM Senanayake,Right hand Bat,Right arm Offbreak,Unknown,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,Senanayake Mudiyanselage,
1398,C Munro,Left hand Bat,Right arm Medium fast,Unknown,Colin Munro,Colin Munro,
12314,Gagandeep Singh,Right hand Bat,Right arm Medium fast,Unknown,Gagandeep Singh,Gagandeep Singh,
34058,S Rana,Right hand Bat,Right arm Medium fast,Unknown,Sachin Rana,Sachin Rana,
8,S Aravind,Left hand Bat,Left arm Medium fast,Unknown,Sreenath Aravind,Sreenath Aravind,
341,S Badree,Right hand Bat,Legbreak,Unknown,Samuel Badree,Samuel Badree,
14278,AB McDonald,Right hand Bat,Right arm Fast medium,Unknown,Andrew Barry McDonald,Andrew Barry,
184,PJ Cummins,Right hand Bat,Right arm Fast,Unknown,Patrick James Cummins,Patrick James,
4078,I Udana,Right hand Bat,Left arm Medium fast,Unknown,Isuru Udana Tillakaratna,Isuru Udana,
1998,M Ashwin,Right hand Bat,Legbreak Googly,Unknown,Murugan Ashwin,Murugan Ashwin,
13203,T Thushara,Left hand Bat,Left arm Fast medium,Unknown,Magina Thilan Thushara Mirando,Magina Thilan,
14649,DR Martyn,Right hand Bat,Right arm Medium,Unknown,Damien Richard Martyn,Damien Richard,
11998,LRPL Taylor,Right hand Bat,Right arm Offbreak,Unknown,Luteru Ross Poutoa Lote Taylor,Luteru Ross,
12765,PM Sarvesh Kumar,Right hand Bat,Right arm Medium,Unknown,PM Sarvesh Kumar,PM Sarvesh,
8312,Sikandar Raza,Right hand Bat,Right arm Offbreak,Unknown,Sikandar Raza Butt,Sikandar Raza,
12842,Abdur Razzak,Left hand Bat,Slow Left arm Orthodox,Unknown,Abdur Razzak,Abdur Razzak,
7005,DG Nalkande,Right hand Bat,Right arm Fast medium,Unknown,Darshan Girish Nalkande,Darshan Girish,
16296,J Syed Mohammad,Left hand Bat,Slow Left arm Orthodox,Unknown,Jamaluddin Syed Mohammad,Jamaluddin Syed,
2745,KMA Paul,Right hand Bat,Right arm Fast medium,Unknown,Keemo Mandela Angus Paul,Keemo Mandela,
14873,NLTC Perera,Left hand Bat,Right arm Medium fast,Unknown,Narangoda Liyanaarachchilage Thisara Chirantha Perera,Narangoda Liyanaarachchilage,
6727,A Badoni,Right hand Bat,Right arm Offbreak,Unknown,Ayush Badoni,Ayush Badoni,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270
1471,TK Curran,Right hand Bat,Right arm Fast medium,Unknown,Thomas Kevin Curran,Thomas Kevin,
14454,Anirudh Singh,Left hand Bat,Right arm Medium,Unknown,Anirudh Singh,Anirudh Singh,
3793,J Suchith,Left hand Bat,Slow Left arm Orthodox,Unknown,Jagadeesha Suchith,Jagadeesha Suchith,
1581,Shivam Mavi,Right hand Bat,Right arm Fast medium,Unknown,Shivam Pankaj Mavi,Shivam Pankaj,
57,CA Lynn,Right hand Bat,Slow Left arm Orthodox,Unknown,Christopher Austin Lynn,Christopher Austin,
5986,VR Iyer,Left hand Bat,Right arm Medium,Unknown,Venkatesh Rajasekaran Iyer,Venkatesh Rajasekaran,
12369,DP Vijaykumar,Right hand Bat,Right arm Medium,Unknown,David Paidikalva Vijaykumar,David Paidikalva,
178,SW Billings,Right hand Bat,None,Wicketkeeper,Samuel William Billings,Samuel William,
33963,Y Gnaneswara Rao,Right hand Bat,Right arm Medium,Unknown,Yalaka Gnaneswara Rao,Yalaka Gnaneswara,
3641,O Thomas,Left hand Bat,Right arm Fast,Unknown,Oshane Romaine Thomas,Oshane Romaine,
7476,R Dhawan,Right hand Bat,Right arm Medium fast,Unknown,Rishi Dhawan,Rishi Dhawan,
15867,BA Bhatt,Left hand Bat,Slow Left arm Orthodox,Unknown,Bhargav Ashok Bhatt,Bhargav Ashok,
6550,TH David,Right hand Bat,Right arm Offbreak,Unknown,Timothy Hays David,Timothy Hays,
12269,CRD Fernando,Right hand Bat,Right arm Fast medium,Unknown,Congenige Randhi Dilhara Fernando,Congenige Randhi,
16009,R Ninan,Right hand Bat,Right arm Offbreak,Unknown,Ryan Ninan,Ryan Ninan,
11,A Choudhary,Right hand Bat,Left arm Medium,Unknown,Aniket Vinod Choudhary,Aniket Vinod,
3100,AS Joseph,Right hand Bat,Right arm Fast,Unknown,Alzarri Shaheim Joseph,Alzarri Shaheim,
6944,D Brevis,Right hand Bat,Legbreak,Unknown,Dewald Brevis,Dewald Brevis,
14303,CK Langeveldt,Right hand Bat,Right arm Fast medium,Unknown,Charl Kenneth Langeveldt,Charl Kenneth,
14707,AB Barath,Right hand Bat,Right arm Offbreak,Unknown,Adrian Boris Barath,Adrian Boris,
2138,DR Shorey,Right hand Bat,Right arm Offbreak,Unknown,Dhruv Ranjan Shorey,Dhruv Ranjan,
753,SP Jackson,Right hand Bat,None,Wicketkeeper,Sheldon Philip Jackson,Sheldon Philip,
2,Mandeep Singh,Right hand Bat,Right arm Medium,Unknown,Mandeep Singh,Mandeep Singh,
11956,SM Katich,Left hand Bat,Left arm Wrist spin,Unknown,Simon Mathew Katich,Simon Mathew,
538,Mohammed Siraj,Right hand Bat,Right arm Fast,Unknown,Mohammed Siraj,Mohammed Siraj,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973
12234,JA Morkel,Left hand Bat,Right arm Medium fast,Unknown,Johannes Albertus Morkel,Johannes Albertus,
50,DR Smith,Right hand Bat,Right arm Medium,Unknown,Dwayne Romel Smith,Dwayne Romel,
13,S Dhawan,Left hand Bat,Right arm Offbreak,Unknown,Shikhar Dhawan,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png
71,GJ Maxwell,Right hand Bat,Right arm Offbreak,Unknown,Glenn James Maxwell,Glenn James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Glenn%20Maxwell.png
36973,UA Birla,Right hand Bat,Right arm Medium,Unknown,Udit Alok Birla,Udit Alok,
316,C de Grandhomme,Right hand Bat,Right arm Medium fast,Unknown,Colin de Grandhomme,Colin de,
8646,YV Dhull,Right hand Bat,Right arm Offbreak,Unknown,Yash Vijay Dhull,Yash Vijay,
34522,GB Hogg,Left hand Bat,Left arm Wrist spin,Unknown,George Bradley Hogg,George Bradley,
8776,Harpreet Singh,Left hand Bat,Right arm Medium,Unknown,Harpreet Singh Bhatia,Harpreet Singh,
12546,J Arunkumar,Right hand Bat,Right arm Offbreak,Unknown,Jagadeesh Arunkumar,Jagadeesh Arunkumar,
14712,SJ Srivastava,Right hand Bat,Left arm Fast medium,Unknown,Shalabh Jagdishprasad Srivastava,Shalabh Jagdishprasad,
8082,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox,Unknown,Ramsingh  Sanjay Yadav,Ramsingh  Sanjay,
15150,SB Wagh,Left hand Bat,Left arm Medium fast,Unknown,Shrikant Bhaskar Wagh,Shrikant Bhaskar,
179,KK Nair,Right hand Bat,Right arm Offbreak,Unknown,Karun Nair,Karun Nair,https://www.espncricinfo.com/cricketers/karun-nair-398439
228,Harbhajan Singh,Right hand Bat,Right arm Offbreak,Unknown,Harbhajan Singh,Harbhajan Singh,
1035,LMP Simmons,Right hand Bat,Right arm Medium fast,Occasional Wicketkeeper,Lendl Mark Platter Simmons,Lendl Mark,
13502,Shoaib Ahmed,Right hand Bat,Right arm Fast medium,Unknown,Syed Mohammad Shoaib Ahmed,Syed Mohammad,
13763,D du Preez,Right hand Bat,Right arm Fast medium,Unknown,Dillon du Preez,Dillon du,
3393,AJ Turner,Right hand Bat,Right arm Offbreak,Unknown,Ashton James Turner,Ashton James,
15818,RV Gomez,Right hand Bat,Right arm Medium,Unknown,Raiphi Vincent Gomez,Raiphi Vincent,
389,SS Iyer,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Shreyas Santosh Iyer,Shreyas Santosh,
12007,AC Gilchrist,Left hand Bat,Right arm Offbreak,Wicketkeeper,Adam Craig Gilchrist,Adam Craig,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319600/319684.png"
1377,E Lewis,Left hand Bat,None,Unknown,Evin Lewis,Evin Lewis,
4058,SS Cottrell,Right hand Bat,Left arm Fast medium,Unknown,Sheldon Shane Cottrell,Sheldon Shane,
37119,Parvez Rasool,Right hand Bat,Right arm Offbreak,Unknown,Parvez Ghulam Rasool Zargar,Parvez Ghulam,
1419,Mujeeb Ur Rahman,Right hand Bat,Right arm Offbreak,Unknown,Mujeeb Ur Rahman,Mujeeb Ur,
12010,A Symonds,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Andrew Symonds,Andrew Symonds,
13267,Harmeet Singh,Right hand Bat,Right arm Medium,Unknown,Harmeet Singh Bansal,Harmeet Singh,
3246,JL Denly,Right hand Bat,Legbreak,Unknown,Joseph Liam Denly,Joseph Liam,
13250,RS Bopara,Right hand Bat,Right arm Medium,Unknown,Ravinder Singh Bopara,Ravinder Singh,
613,Washington Sundar,Left hand Bat,Right arm Offbreak,Unknown,Washington Sundar,Washington Sundar,https://www.espncricinfo.com/cricketers/washington-sundar-719715
7024,Shashank Singh,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Shashank Singh,Shashank Singh,https://www.espncricinfo.com/cricketers/shashank-singh-377534
4047,A Nortje,Right hand Bat,Right arm Fast,Unknown,Anrich Arno Nortje,Anrich Arno,
1559,A Dananjaya,Left hand Bat,"Right arm Offbreak, Legbreak",Unknown,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,Mahamarakkala Kurukulasooriya,
495,S Kaul,Right hand Bat,Right arm Medium,Unknown,Siddarth Kaul,Siddarth Kaul,
1580,Shubman Gill,Right hand Bat,Right arm Offbreak,Unknown,Shubman Gill,Shubman Gill,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shubman%20Gill.png
34089,KH Devdhar,Right hand Bat,None,Wicketkeeper,Kedar Hemant Devdhar,Kedar Hemant,
1409,KL Rahul,Right hand Bat,None,Wicketkeeper,Kannaur Lokesh Rahul,Kannaur Lokesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KL%20Rahul.png
34304,M de Lange,Right hand Bat,Right arm Fast,Unknown,Marchant de Lange,Marchant de,
11961,WA Mota,Right hand Bat,Right arm Medium,Unknown,Wilkin Arvind Mota,Wilkin Arvind,
51,MS Gony,Right hand Bat,Right arm Medium,Unknown,Manpreet Singh Gony,Manpreet Singh,
36609,X Thalaivan Sargunam,Right hand Bat,Right arm Offbreak,Unknown,Xavier Thalaivan Sargunam,Xavier Thalaivan,
13198,A Flintoff,Right hand Bat,Right arm Fast medium,Unknown,Andrew Flintoff,Andrew Flintoff,
3076,SC Kuggeleijn,Right hand Bat,Right arm Fast medium,Unknown,Scott Christopher Kuggeleijn,Scott Christopher,
219,AS Rajpoot,Right hand Bat,Right arm Medium,Unknown,Ankit Singh Rajpoot,Ankit Singh,
230,SL Malinga,Right hand Bat,Right arm Fast,Unknown,Separamadu Lasith Malinga,Separamadu Lasith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lasith%20Malinga.png
1386,M Markande,Right hand Bat,Legbreak,Unknown,Mayank Markande,Mayank Markande,https://www.espncricinfo.com/cricketers/mayank-markande-1081442
75,MM Sharma,Right hand Bat,Right arm Medium,Unknown,Mohit Mahipal Sharma,Mohit Mahipal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohit%20Sharma.png
12014,SB Bangar,Right hand Bat,Right arm Medium fast,Unknown,Sanjay Bapusaheb Bangar,Sanjay Bapusaheb,
12147,Sohail Tanvir,Left hand Bat,Left arm Medium fast,Unknown,Sohail Tanvir,Sohail Tanvir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320472.1.png"
37979,BR Dunk,Left hand Bat,Right arm Offbreak,Wicketkeeper,Ben Robert Dunk,Ben Robert,
308,I Sharma,Right hand Bat,Right arm Fast medium,Unknown,Ishant Sharma,Ishant Sharma,https://www.espncricinfo.com/cricketers/ishant-sharma-236779
9371,Akash Madhwal,Right hand Bat,Right arm Medium fast,Unknown,Akash Madhwal,Akash Madhwal,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039
40813,SM Boland,Right hand Bat,Right arm Fast medium,Unknown,Scott Michael Boland,Scott Michael,
9931,H Sharma,Right hand Bat,Legbreak,Unknown,Himanshu Sharma,Himanshu Sharma,
13497,AA Bilakhia,Right hand Bat,Right arm Medium,Unknown,Azharuddin Anjum Bilakhia,Azharuddin Anjum,
35153,MJ Clarke,Right hand Bat,Slow Left arm Orthodox,Unknown,Michael John Clarke,Michael John,
8372,HC Brook,Right hand Bat,Right arm Medium,Unknown,Harry Cherrington Brook,Harry Cherrington,
11919,SC Ganguly,Left hand Bat,Right arm Medium,Unknown,Sourav Chandidas Ganguly,Sourav Chandidas,
4,KM Jadhav,Right hand Bat,Right arm Offbreak,Unknown,Kedar Mahadav Jadhav,Kedar Mahadav,
29,KA Pollard,Right hand Bat,Right arm Medium,Unknown,Kieron Adrian Pollard,Kieron Adrian,
6713,PBB Rajapaksa,Left hand Bat,Right arm Medium,Unknown,Pramod Bhanuka Bandara Rajapaksa,Pramod Bhanuka,
14622,SE Bond,Right hand Bat,Right arm Fast,Unknown,Shane Edward Bond,Shane Edward,
2329,JPR Scantlebury-Searles,Right hand Bat,Right arm Fast medium,Unknown,Javon Philip Ramon Scantlebury-Searles,Javon Philip,
172,P Negi,Left hand Bat,Slow Left arm Orthodox,Unknown,Pawan Negi,Pawan Negi,
12032,DPMD Jayawardene,Right hand Bat,Right arm Medium,Unknown,Denagamage Proboth Mahela de Silva Jayawardene,Denagamage Proboth,
604,MG Johnson,Left hand Bat,Left arm Fast,Unknown,Mitchell Guy Johnson,Mitchell Guy,
12738,RR Powar,Right hand Bat,Right arm Offbreak,Unknown,Ramesh Rajaram Powar,Ramesh Rajaram,
14726,FY Fazal,Left hand Bat,Right arm Medium,Unknown,Faiz Yakub Fazal,Faiz Yakub,
11951,M Muralitharan,Right hand Bat,Right arm Offbreak,Unknown,Muthiah Muralidaran,Muthiah Muralidaran,
6880,JM Sharma,Right hand Bat,None,Wicketkeeper,Jitesh Mohan Sharma,Jitesh Mohan,
12465,DT Patil,Right hand Bat,None,Wicketkeeper,Devraj Thyagaraj Patil,Devraj Thyagaraj,
11953,JR Hopes,Right hand Bat,Right arm Medium,Unknown,James Redfern Hopes,James Redfern,
6885,VG Arora,Right hand Bat,Right arm Fast medium,Unknown,Vaibhav Gopal Arora,Vaibhav Gopal,
9225,AJ Hosein,Left hand Bat,Slow Left arm Orthodox,Unknown,Akeal Jerome Hosein,Akeal Jerome,
16862,CJ Ferguson,Right hand Bat,Right arm Medium,Unknown,Callum James Ferguson,Callum James,
14985,KAJ Roach,Right hand Bat,Right arm Fast medium,Unknown,Kemar Andre Jamal Roach,Kemar Andre,
400,EJG Morgan,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Eoin Joseph Gerard Morgan,Eoin Joseph,
